Date,Value
1,
1,0.000203522
2,0.00018317
3,0.000164853
4,0.000148368
5,0.000133531
6,0.000120178
7,0.00010816
8,0.000141828
9,0.000144923
10,0.000221476
11,0.000230268
12,0.000319791
13,0.000499093
14,0.000449184
15,0.000404265
16,0.000363839
17,0.000327455
18,0.000294709
19,0.000265238
20,0.000238715
21,0.000214843
22,0.000193359
23,0.000174023
24,0.000156621
25,0.000140959
26,0.000126863
27,0.000114176
28,0.000102759
29,9.25E-05
30,8.32E-05
31,7.49E-05
32,6.74E-05
33,6.07E-05
34,5.46E-05
35,4.91E-05
36,4.42E-05
37,3.98E-05
38,3.58E-05
39,3.22E-05
40,9.46E-05
41,0.000148975
42,0.000264501
43,0.000561391
44,0.000612453
45,0.000561917
46,0.000705819
47,0.00111116
48,0.00142069
49,0.00164451
50,0.00251377
51,0.00355782
52,0.00370931
53,0.00404571
54,0.00393787
55,0.00400489
56,0.00538928
57,0.00736423
58,0.0109657
59,0.0125655
60,0.0134123
61,0.0188559
62,0.0190315
63,0.0221375
64,0.0269564
65,0.0330237
66,0.0393207
67,0.0450288
68,0.0441978
69,0.0424148
70,0.0413637
71,0.0455949
72,0.0482972
73,0.0530103
74,0.052889
75,0.0518033
76,0.0549261
77,0.0646406
78,0.0701602
79,0.0775341
80,0.0836706
81,0.0954012
82,0.0900021
83,0.0897717
84,0.0982697
85,0.103371
86,0.113233
87,0.119815
88,0.125419
89,0.147984
90,0.145066
91,0.142641
92,0.146311
93,0.156825
94,0.171374
95,0.175812
96,0.164296
97,0.157643
98,0.160624
99,0.166642
100,0.179379
101,0.213109
102,0.222152
103,0.215946
104,0.227913
105,0.248936
106,0.267113
107,0.272213
108,0.273363
109,0.284866
110,0.282476
111,0.276156
112,0.282985
113,0.303004
114,0.322089
115,0.335458
116,0.385719
117,0.406342
118,0.41986
119,0.42821
120,0.447453
121,0.470953
122,0.489343
123,0.520832
124,0.552354
125,0.61472
126,0.704873
127,0.839755
128,0.959118
129,1.09266
130,1.23154
131,1.34751
132,1.45051
133,1.58226
134,1.65329
135,1.71117
136,1.58169
137,1.50201
138,1.44865
139,1.49508
140,1.55382
141,1.61638
142,1.73025
143,1.8218
144,1.93782
145,2.0794
146,2.20684
147,2.22587
148,2.11724
149,2.04984
150,2.11088
151,2.22452
152,2.27029
153,2.75241
154,3.19033
155,3.7048
156,4.13118
157,4.688
158,5.21893
159,5.77673
160,6.1821
161,6.69956
162,7.13409
163,7.06611
164,7.31251
165,7.47997
166,7.57566
167,7.88446
168,8.28753
169,8.64878
170,8.95483
171,9.34399
172,9.807
173,10.7413
174,11.7382
175,12.0863
176,12.4613
177,12.5697
178,12.8452
179,13.0347
180,13.8226
181,14.709
182,15.2978
183,16.1548
184,16.9369
185,17.8255
186,18.4456
187,18.3275
188,18.4447
189,18.7005
190,18.7916
191,18.5779
192,18.4045
193,18.4116
194,18.7558
195,19.4447
196,19.3696
197,19.4141
198,19.8072
199,19.5298
200,19.6021
201,19.9725
202,19.9632
203,19.145
204,18.6551
205,17.8368
206,17.3433
207,17.2572
208,17.2676
209,18.0659
210,18.0981
211,18.2222
212,18.2599
213,18.2924
214,18.1557
215,18.0704
216,17.7372
217,16.9746
218,16.4871
219,16.2527
220,15.8305
221,15.7048
222,15.4251
223,15.6213
224,15.5952
225,15.4562
226,15.4297
227,15.2769
228,15.1687
229,14.6585
230,14.3913
231,14.0591
232,13.9652
233,14.2159
234,14.3549
235,14.4166
236,14.5133
237,14.6586
238,14.9052
239,14.7347
240,14.9803
241,14.9495
242,14.9784
243,15.0643
244,15.0057
245,15.0557
246,14.975
247,14.9087
248,14.603
249,14.1906
250,13.8092
251,13.7278
252,13.4498
253,13.1403
254,12.7465
255,12.389
256,11.8531
257,11.37
258,10.9276
259,10.5917
260,10.2823
261,9.95882
262,9.58811
263,9.2681
264,9.07208
265,8.91798
266,8.71896
267,8.38196
268,8.24661
269,8.13729
270,7.95245
271,7.90086
272,7.754
273,7.71159
274,7.62311
275,7.51642
276,7.34728
277,7.19349
278,6.99289
279,6.86671
280,6.82786
281,6.72849
282,6.57908
283,6.52443
284,6.33979
285,6.18943
286,5.86702
287,5.59733
288,5.37383
289,5.22424
290,5.09893
291,5.01278
292,4.97202
293,4.8516
294,4.59552
295,4.38223
296,4.21127
297,4.09737
298,3.96473
299,3.88278
300,3.72821
301,3.5742
302,3.43071
303,3.23696
304,3.0721
305,2.91493
306,2.78064
307,2.60479
308,2.4161
309,2.23679
310,2.0673
311,1.91156
312,1.76085
313,1.63944
314,1.50985
315,1.37881
316,1.26589
317,1.15392
318,1.04674
319,0.957013
320,0.873804
321,0.802539
322,0.744124
323,0.698238
324,0.656421
325,0.614709
326,0.568219
327,0.52471
328,0.481647
329,0.437353
330,0.396262
331,0.358223
332,0.324486
333,0.294473
334,0.269207
335,0.245411
336,0.22426
337,0.202126
338,0.181933
339,0.164268
340,0.148285
341,0.13355
342,0.120236
343,0.108212
344,0.0973908
345,0.0877224
346,0.0789501
347,0.0710551
348,0.0639496
349,0.0575547
350,0.0517992
351,0.0466193
352,0.0419573
353,0.0377616
354,0.0339854
355,0.0305869
356,0.0275282
357,0.0247754
358,0.0222978
359,0.0200681
360,0.0180613
361,0.0162551
362,0.0146296
363,0.0131667
364,0.01185
365,0.010665
366,0.00959849
367,0.00863864
368,0.00777477
369,0.0069973
370,0.00629757
371,0.00566781
372,0.00510103
373,0.00459093
374,0.00413183
375,0.00371865
376,0.00334679
377,0.00301211
378,0.0027109
379,0.00243981
380,0.00219583
381,0.00197624
382,0.00177862
383,0.00160076
384,0.00144068
385,0.00129661
386,0.00116695
387,0.00105026
388,0.000945231
389,0.000850708
390,0.000765637
391,0.000689073
392,0.000620166
393,0.000558149
394,0.000502334
395,0.000452101
396,0.000406891
397,0.000380184
398,0.000342166
399,0.000681818
400,0.00109333
401,0.00146295
402,0.00199226
403,0.00227044
404,0.00258032
405,0.00279812
406,0.00432383
407,0.00518232
408,0.00604699
409,0.00747839
410,0.0079747
411,0.00734709
412,0.010102
413,0.0135549
414,0.0204525
415,0.0254168
416,0.0339514
417,0.036368
418,0.0333166
419,0.0346808
420,0.031736
421,0.0289201
422,0.0271583
423,0.0308245
424,0.0432964
425,0.0485948
426,0.0571571
427,0.0566177
428,0.0626403
429,0.0705387
430,0.0712304
431,0.0662454
432,0.0621493
433,0.0633841
434,0.0631628
435,0.0653686
436,0.0601309
437,0.0672892
438,0.0756811
439,0.0751252
440,0.0810215
441,0.106004
442,0.149343
443,0.182296
444,0.206305
445,0.201713
446,0.208257
447,0.198186
448,0.220493
449,0.253019
450,0.274006
451,0.300814
452,0.290735
453,0.277425
454,0.283573
455,0.268273
456,0.248925
457,0.273037
458,0.299443
459,0.344678
460,0.360938
461,0.392725
462,0.427196
463,0.4947
464,0.562531
465,0.674444
466,0.80503
467,0.872001
468,0.917236
469,1.01577
470,1.0965
471,1.17753
472,1.20933
473,1.2259
474,1.14991
475,1.09838
476,1.1143
477,1.09475
478,1.1672
479,1.25319
480,1.20952
481,1.26276
482,1.41061
483,1.51847
484,1.70017
485,1.90212
486,2.10404
487,2.30753
488,2.51704
489,2.52207
490,2.72417
491,2.9377
492,3.22301
493,3.73583
494,3.98833
495,3.79409
496,3.59014
497,4.06708
498,4.27846
499,4.3916
500,4.3861
501,4.2317
502,4.13649
503,3.93506
504,3.93055
505,4.03479
506,4.14
507,4.27218
508,4.41477
509,4.60322
510,4.5896
511,4.68785
512,4.82924
513,4.93431
514,4.97045
515,5.1307
516,5.34563
517,5.4151
518,6.10452
519,6.65092
520,6.71411
521,6.82317
522,6.9942
523,7.69759
524,8.38724
525,9.39062
526,10.4184
527,11.297
528,11.63
529,12.1543
530,12.5895
531,12.9187
532,12.8736
533,12.4971
534,12.032
535,11.6042
536,11.6478
537,11.729
538,11.5409
539,11.376
540,11.1385
541,11.048
542,10.8648
543,11.153
544,11.1187
545,11.3909
546,12.2988
547,13.6196
548,14.5487
549,15.4679
550,16.3324
551,17.2227
552,17.3852
553,17.6176
554,17.954
555,18.2803
556,18.6312
557,18.6306
558,18.7111
559,18.5414
560,17.9521
561,17.0014
562,15.9891
563,15.6112
564,15.2561
565,15.0152
566,14.9498
567,15.1813
568,14.7978
569,14.1898
570,13.6334
571,13.4228
572,13.2234
573,13.41
574,13.6783
575,13.5472
576,13.521
577,12.9283
578,12.3759
579,11.9518
580,11.6262
581,11.6109
582,11.4251
583,11.6156
584,11.7425
585,12.0556
586,12.5231
587,12.7446
588,13.3182
589,13.0835
590,12.8057
591,12.6064
592,12.8139
593,13.1186
594,13.14
595,13.3966
596,12.5211
597,12.8664
598,13.2167
599,12.9523
600,12.3887
601,12.3007
602,12.1241
603,12.4491
604,12.7838
605,13.5063
606,13.4127
607,13.3066
608,13.7954
609,13.9718
610,13.1085
611,12.3479
612,12.1011
613,11.8871
614,12.151
615,12.279
616,12.6313
617,12.7097
618,12.3235
619,12.2059
620,12.277
621,11.3912
622,10.8374
623,10.1051
624,9.45724
625,9.48828
626,9.38558
627,9.27279
628,8.95209
629,8.70171
630,8.50213
631,8.38743
632,8.15658
633,8.15481
634,8.11532
635,8.12943
636,8.14277
637,8.02574
638,8.11678
639,8.16406
640,7.90625
641,7.64401
642,7.67028
643,7.38201
644,7.49157
645,7.464
646,7.44627
647,7.3643
648,7.42774
649,7.35118
650,7.13469
651,6.99417
652,6.89297
653,6.6481
654,6.50378
655,6.53533
656,6.3527
657,6.19632
658,6.00536
659,5.8455
660,5.56989
661,5.30083
662,5.10556
663,4.88903
664,4.64103
665,4.39314
666,4.20215
667,4.07206
668,3.87023
669,3.70055
670,3.49343
671,3.24156
672,2.99196
673,2.76461
674,2.53176
675,2.32716
676,2.175
677,1.99613
678,1.83346
679,1.68018
680,1.53435
681,1.40701
682,1.31481
683,1.20692
684,1.10771
685,1.01609
686,0.932553
687,0.855542
688,0.782686
689,0.735068
690,0.685451
691,0.630069
692,0.600052
693,0.555919
694,0.509795
695,0.469816
696,0.432341
697,0.404332
698,0.372117
699,0.342549
700,0.316541
701,0.290588
702,0.2645
703,0.238713
704,0.215404
705,0.194086
706,0.174678
707,0.157222
708,0.141499
709,0.127354
710,0.114619
711,0.103157
712,0.092841
713,0.0835569
714,0.0752012
715,0.0676811
716,0.060913
717,0.0548217
718,0.0493395
719,0.0444056
720,0.039965
721,0.0359685
722,0.0323717
723,0.0291345
724,0.0264675
725,0.0238208
726,0.0214387
727,0.0192948
728,0.0173653
729,0.0156288
730,0.0140659
731,0.0126593
732,0.0113934
733,0.0102541
734,0.00922865
735,0.00830578
736,0.0074752
737,0.00672768
738,0.00605492
739,0.00544942
740,0.00490448
741,0.00441403
742,0.00397263
743,0.00357537
744,0.00321783
745,0.00289605
746,0.00260644
747,0.0023458
748,0.00211122
749,0.0019001
750,0.00171009
751,0.00153908
